season,weather,humidity,windspeed,rent
1,2,28,22.0028,4.90527477843843
1,1,28,22.0028,4.836281906951478
1,1,32,19.9995,4.564348191467836
1,1,35,19.0012,4.127134385045092
1,1,35,22.0028,3.8712010109078907
1,1,35,23.9994,3.9512437185814275
1,1,35,19.9995,3.6109179126442243
1,1,35,23.9994,3.4339872044851463
1,1,37,23.9994,2.4849066497880004
1,1,37,23.9994,2.0794415416798357
1,1,40,19.9995,1.0986122886681096
1,1,46,15.0013,1.0986122886681096
1,1,53,19.0012,1.0986122886681096
1,1,53,19.0012,1.3862943611198906
1,1,46,19.9995,3.295836866004329
1,1,46,19.9995,4.59511985013459
1,1,40,31.0009,5.54907608489522
1,1,37,26.0027,4.875197323201151
1,1,33,15.0013,4.02535169073515
1,1,23,16.9979,3.9889840465642745
1,1,22,30.0026,4.844187086458591
1,1,19,26.0027,4.795790545596741
1,1,15,32.9975,4.51085950651685
1,1,21,43.9989,4.51085950651685
1,1,27,31.0009,4.77912349311153
1,1,33,40.9973,5.497168225293202
1,1,40,40.9973,5.327876168789581
1,1,43,32.9975,4.59511985013459
1,1,46,31.0009,4.2626798770413155
1,1,50,35.0008,3.784189633918261
1,1,46,43.9989,3.828641396489095
1,1,49,32.9975,3.044522437723423
1,1,49,27.9993,2.995732273553991
1,1,42,51.9987,1.791759469228055
1,1,41,46.0022,1.3862943611198906
1,1,37,35.0008,0.6931471805599453
1,1,32,31.0009,1.6094379124341003
1,1,32,22.0028,3.4339872044851463
1,1,32,23.9994,4.663439094112067
1,1,32,23.9994,5.4116460518550396
1,1,29,30.0026,4.709530201312334
1,1,27,19.0012,3.970291913552122
1,1,25,16.9979,4.060443010546419
1,1,24,16.9979,4.276666119016055
1,1,21,15.0013,4.418840607796598
1,1,19,15.0013,4.382026634673881
1,1,19,11.0014,4.454347296253507
1,1,19,16.9979,4.59511985013459
1,1,22,15.0013,5.332718793265369
1,1,22,8.9981,5.3612921657094255
1,1,26,8.9981,4.983606621708336
1,1,33,7.0015,4.624972813284271
1,1,52,0.0,4.204692619390966
1,1,44,0.0,3.7376696182833684
1,2,44,6.0032,3.044522437723423
1,1,41,6.0032,2.772588722239781
1,1,44,6.0032,2.302585092994046
1,2,47,12.998,0.6931471805599453
1,1,51,12.998,0.6931471805599453
1,1,47,12.998,1.791759469228055
1,1,55,15.0013,3.5263605246161616
1,2,55,15.0013,4.6913478822291435
1,2,55,11.0014,5.442417710521793
1,1,52,19.0012,4.8283137373023015
1,1,41,26.0027,4.248495242049359
1,1,34,19.9995,4.204692619390966
1,1,32,22.0028,4.465908118654584
1,1,30,23.9994,4.543294782270004
1,1,28,27.9993,4.418840607796598
1,1,28,27.9993,4.770684624465665
1,1,31,26.0027,4.812184355372417
1,1,28,19.0012,5.545177444479562
1,1,40,15.0013,5.407171771460119
1,1,53,15.0013,5.087596335232384
1,1,43,12.998,4.77912349311153
1,1,46,12.998,4.532599493153256
1,1,53,12.998,4.304065093204169
1,1,40,15.0013,3.5263605246161616
1,1,53,12.998,2.8903717578961645
1,1,53,15.0013,1.9459101490553132
1,2,53,15.0013,1.9459101490553132
1,1,53,12.998,1.6094379124341003
1,1,57,12.998,1.6094379124341003
1,1,66,6.0032,2.5649493574615367
1,1,70,8.9981,3.8712010109078907
1,1,57,7.0015,4.844187086458591
1,1,57,6.0032,5.655991810819852
1,1,57,12.998,5.19295685089021
1,1,54,12.998,4.48863636973214
1,2,44,16.9979,4.51085950651685
1,1,41,15.0013,4.624972813284271
1,1,34,15.0013,4.820281565605037
1,1,31,15.0013,4.406719247264253
1,1,28,16.9979,4.672828834461906
1,2,35,19.9995,4.990432586778736
1,2,32,19.9995,5.616771097666572
1,2,42,19.0012,5.407171771460119
1,1,55,22.0028,5.170483995038151
1,1,59,22.0028,4.941642422609304
1,1,55,26.0027,4.8283137373023015
1,1,59,19.0012,4.343805421853684
1,1,67,19.9995,3.8066624897703196
1,1,72,19.0012,3.4965075614664802
1,1,72,15.0013,2.1972245773362196
1,1,72,19.0012,2.0794415416798357
1,1,67,16.9979,2.1972245773362196
1,1,67,16.9979,0.6931471805599453
1,2,67,7.0015,2.0794415416798357
1,2,72,11.0014,3.9318256327243257
1,2,77,15.0013,4.762173934797756
1,2,77,12.998,5.60947179518496
1,2,77,12.998,5.135798437050262
1,2,72,15.0013,4.564348191467836
1,1,72,11.0014,4.736198448394496
1,1,59,12.998,5.225746673713202
1,1,43,12.998,5.176149732573829
1,1,36,19.9995,5.2574953720277815
1,1,36,22.0028,5.153291594497779
1,1,36,19.0012,5.4510384535657
1,1,34,23.9994,5.793013608384144
1,1,33,22.0028,5.41610040220442
1,1,29,39.0007,5.093750200806762
1,1,31,12.998,4.8283137373023015
1,1,21,32.9975,4.290459441148391
1,1,10,16.9979,4.68213122712422
1,1,8,19.0012,4.356708826689592
1,1,12,32.9975,3.4011973816621555
1,1,14,27.9993,3.4657359027997265
1,1,13,26.0027,2.8903717578961645
1,1,14,19.9995,2.0794415416798357
1,1,15,22.0028,1.3862943611198906
1,1,15,22.0028,1.3862943611198906
1,1,17,27.9993,1.9459101490553132
1,1,17,35.0008,3.1354942159291497
1,1,17,39.0007,3.828641396489095
1,1,16,43.9989,4.02535169073515
1,1,16,39.0007,4.672828834461906
1,1,16,39.0007,4.820281565605037
1,1,18,32.9975,4.787491742782046
1,1,16,40.9973,5.049856007249537
1,1,15,43.9989,5.2832037287379885
1,1,16,50.0021,5.147494476813453
1,1,16,43.0006,4.795790545596741
1,1,19,40.9973,4.852030263919617
1,1,25,30.0026,4.48863636973214
1,1,29,23.9994,4.0943445622221
1,1,28,35.0008,3.8712010109078907
1,1,26,36.9974,3.5263605246161616
1,1,28,32.9975,3.8066624897703196
1,1,33,30.0026,3.4011973816621555
1,1,70,31.0009,2.0794415416798357
1,1,70,23.9994,1.3862943611198906
1,1,65,26.0027,1.6094379124341003
1,1,69,19.0012,1.0986122886681096
1,1,69,16.9979,0.6931471805599453
1,1,64,19.0012,1.0986122886681096
1,1,59,19.9995,3.8501476017100584
1,1,59,22.0028,4.68213122712422
1,1,59,26.0027,5.3706380281276624
1,1,55,27.9993,4.8283137373023015
1,1,52,19.0012,4.23410650459726
1,1,45,16.9979,4.04305126783455
1,1,39,8.9981,4.465908118654584
1,1,39,0.0,4.3694478524670215
1,1,36,8.9981,4.382026634673881
1,1,34,0.0,4.174387269895637
1,1,34,6.0032,4.634728988229636
1,1,34,6.0032,5.493061443340548
1,1,39,12.998,5.41610040220442
1,1,49,8.9981,4.787491742782046
1,1,61,6.0032,4.48863636973214
1,1,56,0.0,4.1588830833596715
1,1,62,7.0015,3.8712010109078907
1,1,65,15.0013,3.258096538021482
1,1,69,11.0014,2.1972245773362196
1,1,69,12.998,1.6094379124341003
1,1,69,12.998,1.0986122886681096
1,1,69,19.0012,1.6094379124341003
1,1,75,8.9981,0.6931471805599453
1,1,69,15.0013,1.791759469228055
1,1,55,16.9979,3.713572066704308
1,1,64,16.9979,4.709530201312334
1,1,65,19.0012,5.54907608489522
1,1,56,19.9995,5.003946305945459
1,1,49,19.0012,4.343805421853684
1,1,53,22.0028,4.304065093204169
1,1,43,12.998,4.418840607796598
1,1,25,0.0,4.836281906951478
1,1,23,19.9995,4.574710978503383
1,1,19,27.9993,4.709530201312334
1,1,19,22.0028,4.941642422609304
1,1,23,19.0012,5.594711379601839
1,1,23,32.9975,5.308267697401205
1,1,28,35.0008,5.017279836814924
1,1,29,27.9993,4.564348191467836
1,1,29,31.0009,4.276666119016055
1,1,26,36.9974,3.8918202981106265
1,1,30,35.0008,3.1354942159291497
1,1,30,31.0009,2.639057329615259
1,1,30,31.0009,0.6931471805599453
1,1,27,31.0009,1.3862943611198906
1,1,27,31.0009,0.6931471805599453
1,1,31,32.9975,0.6931471805599453
1,1,33,19.9995,2.1972245773362196
1,1,33,19.9995,3.58351893845611
1,1,42,27.9993,4.718498871295094
1,1,39,19.9995,5.3981627015177525
1,1,37,19.0012,4.983606621708336
1,1,29,12.998,4.04305126783455
1,1,29,6.0032,3.9318256327243257
1,1,25,8.9981,4.290459441148391
1,1,25,6.0032,4.394449154672439
1,1,21,7.0015,4.3694478524670215
1,1,23,0.0,4.23410650459726
1,1,23,0.0,4.276666119016055
1,1,22,0.0,5.313205979041787
1,1,35,22.0028,5.123963979403259
1,1,40,16.9979,4.672828834461906
1,1,40,6.0032,4.2626798770413155
1,1,40,7.0015,3.9512437185814275
1,1,40,0.0,3.9889840465642745
1,2,43,6.0032,3.1780538303479458
1,2,55,12.998,2.5649493574615367
1,2,64,12.998,1.6094379124341003
1,2,64,12.998,1.0986122886681096
1,2,74,16.9979,0.6931471805599453
1,2,74,12.998,0.6931471805599453
1,2,74,8.9981,2.0794415416798357
1,2,74,6.0032,3.4011973816621555
1,1,80,8.9981,4.430816798843313
1,1,74,8.9981,5.43372200355424
1,1,60,8.9981,5.017279836814924
1,1,60,16.9979,4.204692619390966
1,1,52,15.0013,4.499809670330265
1,1,43,11.0014,4.584967478670572
1,1,42,15.0013,4.477336814478207
1,1,40,19.0012,4.564348191467836
1,1,40,19.9995,4.672828834461906
1,1,46,12.998,4.77912349311153
1,2,50,16.9979,5.43372200355424
1,2,53,19.9995,5.236441962829949
1,1,61,16.9979,4.68213122712422
1,2,70,12.998,4.477336814478207
1,2,70,15.0013,4.2626798770413155
1,1,70,12.998,3.8066624897703196
1,2,75,11.0014,3.8501476017100584
1,2,81,7.0015,2.995732273553991
1,2,81,7.0015,3.258096538021482
1,2,87,12.998,3.044522437723423
1,2,87,12.998,1.0986122886681096
1,2,93,11.0014,0.6931471805599453
1,2,100,8.9981,1.3862943611198906
1,2,100,15.0013,1.6094379124341003
1,2,100,19.9995,2.772588722239781
1,2,100,19.9995,3.828641396489095
1,2,93,15.0013,4.1588830833596715
1,2,93,12.998,4.6443908991413725
1,2,76,15.0013,5.075173815233827
1,2,67,16.9979,5.123963979403259
1,2,67,19.0012,5.25227342804663
1,2,59,19.0012,5.293304824724492
1,2,63,19.9995,5.327876168789581
1,2,59,19.9995,5.3230099791384085
1,2,59,23.9994,5.10594547390058
1,2,59,22.0028,5.030437921392435
1,2,67,22.0028,4.499809670330265
1,2,77,22.0028,4.2626798770413155
1,2,72,22.0028,4.290459441148391
1,2,77,19.9995,4.1588830833596715
1,2,77,19.9995,3.8066624897703196
1,2,77,23.9994,3.970291913552122
1,2,77,19.0012,3.6888794541139363
1,2,82,19.0012,3.4965075614664802
1,2,82,19.9995,2.4849066497880004
1,2,88,23.9994,1.3862943611198906
1,2,94,23.9994,1.0986122886681096
1,3,100,30.0026,1.791759469228055
1,2,100,19.9995,2.302585092994046
1,2,100,19.0012,3.1354942159291497
1,2,100,19.9995,3.4657359027997265
1,2,100,15.0013,4.143134726391533
1,2,94,22.0028,4.382026634673881
1,2,94,23.9994,4.663439094112067
1,3,100,15.0013,3.6888794541139363
1,3,100,15.0013,2.0794415416798357
1,3,100,19.0012,2.4849066497880004
1,3,100,19.9995,3.258096538021482
1,3,100,23.9994,3.1780538303479458
1,3,100,32.9975,2.4849066497880004
1,3,100,27.9993,2.4849066497880004
1,3,93,40.9973,2.0794415416798357
1,2,100,26.0027,2.3978952727983707
1,2,100,27.9993,2.302585092994046
1,3,100,22.0028,1.6094379124341003
1,3,100,22.0028,1.0986122886681096
1,1,80,39.0007,0.6931471805599453
1,1,80,35.0008,0.6931471805599453
1,1,75,23.9994,0.6931471805599453
1,1,75,26.0027,3.5553480614894135
1,1,75,27.9993,4.5217885770490405
1,1,75,26.0027,5.356586274672012
1,1,64,31.0009,4.90527477843843
1,1,60,19.9995,4.07753744390572
1,1,48,30.0026,4.110873864173311
1,1,42,27.9993,4.574710978503383
1,1,36,26.0027,4.2626798770413155
1,1,36,27.9993,4.356708826689592
1,1,31,26.0027,4.574710978503383
1,1,31,23.9994,4.812184355372417
1,1,29,23.9994,5.455321115357702
1,1,31,15.0013,5.455321115357702
1,1,33,15.0013,4.983606621708336
1,1,33,11.0014,4.532599493153256
1,1,38,15.0013,4.007333185232471
1,1,48,11.0014,3.58351893845611
1,1,48,0.0,3.1354942159291497
1,1,48,6.0032,2.3978952727983707
1,1,52,8.9981,1.6094379124341003
1,1,52,8.9981,0.6931471805599453
1,1,52,6.0032,2.0794415416798357
1,1,64,0.0,1.0986122886681096
1,1,69,7.0015,2.3978952727983707
1,1,59,0.0,3.828641396489095
1,1,64,8.9981,4.859812404361672
1,1,55,12.998,5.552959584921617
1,1,41,11.0014,5.0238805208462765
1,2,33,12.998,4.276666119016055
1,2,25,11.0014,4.3694478524670215
1,2,23,0.0,4.605170185988092
1,2,25,7.0015,4.59511985013459
1,2,20,0.0,4.290459441148391
1,2,18,0.0,4.727387818712341
1,1,27,11.0014,4.6913478822291435
1,1,27,15.0013,5.517452896464707
1,1,27,12.998,5.4638318050256105
1,1,31,7.0015,5.017279836814924
1,1,39,6.0032,4.343805421853684
1,1,49,12.998,4.330733340286331
1,1,49,15.0013,4.02535169073515
1,1,61,12.998,3.7376696182833684
1,1,65,6.0032,2.302585092994046
1,1,52,8.9981,1.6094379124341003
1,1,52,8.9981,1.0986122886681096
1,1,70,6.0032,1.3862943611198906
1,1,75,7.0015,1.0986122886681096
1,2,81,8.9981,2.1972245773362196
1,2,85,7.0015,3.912023005428146
1,2,87,11.0014,4.955827057601261
1,2,87,8.9981,5.521460917862246
1,2,87,16.9979,4.955827057601261
1,2,75,16.9979,4.060443010546419
1,2,76,26.0027,4.0943445622221
1,2,76,16.9979,4.59511985013459
1,2,76,23.9994,4.605170185988092
1,2,76,19.9995,4.276666119016055
1,2,71,19.9995,4.382026634673881
1,2,76,22.0028,4.727387818712341
1,2,76,19.9995,5.272999558563747
1,2,76,16.9979,5.241747015059643
1,2,76,22.0028,4.90527477843843
1,2,87,12.998,4.5217885770490405
1,2,93,22.0028,4.143134726391533
1,3,93,11.0014,3.091042453358316
1,3,93,12.998,2.9444389791664403
1,3,0,16.9979,1.3862943611198906
1,3,0,16.9979,1.0986122886681096
1,3,0,16.9979,0.6931471805599453
1,3,0,12.998,1.3862943611198906
1,3,0,22.0028,2.5649493574615367
1,3,0,15.0013,3.6375861597263857
1,3,0,19.0012,3.8066624897703196
1,3,0,15.0013,3.2188758248682006
1,3,0,11.0014,2.8903717578961645
1,3,0,16.9979,2.4849066497880004
1,3,0,15.0013,3.5553480614894135
1,3,0,15.0013,2.5649493574615367
1,3,0,19.9995,2.5649493574615367
1,3,0,15.0013,2.70805020110221
1,3,0,16.9979,3.091042453358316
1,2,0,26.0027,4.718498871295094
1,3,0,23.9994,4.418840607796598
1,3,0,39.0007,4.04305126783455
1,3,0,22.0028,3.6635616461296463
1,3,0,15.0013,3.367295829986474
1,2,0,8.9981,3.5553480614894135
1,3,0,6.0032,3.332204510175204
1,2,100,6.0032,1.9459101490553132
1,3,100,7.0015,2.1972245773362196
1,3,100,7.0015,1.791759469228055
1,2,93,6.0032,1.0986122886681096
1,1,81,15.0013,2.0794415416798357
1,1,81,19.0012,3.4965075614664802
1,1,70,12.998,4.74493212836325
1,1,70,16.9979,5.560681631015528
1,2,61,19.0012,5.056245805348308
1,2,57,19.9995,4.3694478524670215
1,2,57,19.9995,4.406719247264253
1,2,53,16.9979,4.718498871295094
1,1,53,16.9979,4.68213122712422
1,2,50,23.9994,4.499809670330265
1,2,53,16.9979,4.454347296253507
1,2,49,19.9995,4.736198448394496
1,1,49,15.0013,5.4116460518550396
1,1,49,22.0028,5.0369526024136295
1,1,56,22.0028,4.77912349311153
1,1,56,11.0014,4.343805421853684
1,2,52,16.9979,3.9889840465642745
1,1,52,11.0014,4.174387269895637
1,1,52,16.9979,3.6375861597263857
1,1,60,8.9981,3.5553480614894135
1,1,65,12.998,2.9444389791664403
1,1,65,12.998,2.70805020110221
1,1,65,16.9979,2.0794415416798357
1,1,65,16.9979,0.6931471805599453
1,1,69,12.998,1.0986122886681096
1,1,75,16.9979,1.6094379124341003
1,1,70,12.998,3.1780538303479458
1,1,65,11.0014,3.9889840465642745
1,1,65,7.0015,4.624972813284271
1,1,66,15.0013,4.605170185988092
1,1,49,22.0028,4.787491742782046
1,1,53,19.0012,5.0689042022202315
1,1,51,23.9994,5.062595033026967
1,1,50,30.0026,5.117993812416755
1,1,44,32.9975,5.209486152841421
1,1,41,30.0026,5.501258210544727
1,1,44,22.0028,5.365976015021851
1,1,54,11.0014,4.983606621708336
1,1,54,6.0032,4.727387818712341
1,1,58,7.0015,4.465908118654584
1,1,62,0.0,4.418840607796598
1,1,71,0.0,4.1588830833596715
1,1,66,6.0032,3.912023005428146
1,1,62,7.0015,3.6635616461296463
1,1,66,8.9981,3.5263605246161616
1,1,76,8.9981,3.1780538303479458
1,1,66,11.0014,2.639057329615259
1,1,62,8.9981,1.3862943611198906
1,1,66,0.0,1.0986122886681096
1,1,62,12.998,2.3978952727983707
1,1,50,19.9995,3.5553480614894135
1,1,50,27.9993,3.8066624897703196
1,1,47,16.9979,4.812184355372417
1,1,41,27.9993,5.204006687076795
1,1,38,26.0027,5.272999558563747
1,1,38,26.0027,5.402677381872279
1,1,41,19.9995,5.5254529391317835
1,1,39,22.0028,5.720311776607412
1,1,41,26.0027,5.54907608489522
1,1,41,23.9994,5.488937726156687
1,1,43,23.9994,4.997212273764115
1,1,50,23.9994,4.624972813284271
1,1,57,19.9995,4.356708826689592
1,1,56,16.9979,4.07753744390572
1,1,56,22.0028,3.6375861597263857
1,1,65,15.0013,3.367295829986474
1,1,65,7.0015,2.4849066497880004
1,1,65,6.0032,0.6931471805599453
1,1,65,6.0032,0.6931471805599453
1,1,65,8.9981,1.3862943611198906
1,1,70,8.9981,2.1972245773362196
1,1,65,8.9981,3.367295829986474
1,2,61,0.0,4.48863636973214
1,2,56,8.9981,5.488937726156687
1,1,53,22.0028,4.948759890378168
1,1,42,16.9979,4.442651256490317
1,1,40,16.9979,4.276666119016055
1,1,37,0.0,4.553876891600541
1,1,36,22.0028,4.330733340286331
1,2,34,0.0,4.382026634673881
1,1,37,11.0014,4.624972813284271
1,1,35,7.0015,4.68213122712422
1,1,40,12.998,5.605802066295998
1,1,40,7.0015,5.4638318050256105
1,1,43,8.9981,5.017279836814924
1,1,46,15.0013,4.867534450455582
1,1,46,8.9981,4.1588830833596715
1,1,49,7.0015,3.8712010109078907
1,1,53,0.0,2.995732273553991
1,1,53,0.0,2.70805020110221
1,1,62,6.0032,2.3978952727983707
1,1,62,6.0032,1.3862943611198906
1,1,75,6.0032,1.0986122886681096
1,1,75,12.998,2.4849066497880004
1,1,80,12.998,3.58351893845611
1,1,75,11.0014,4.787491742782046
1,1,70,6.0032,5.645446897643238
1,2,70,0.0,5.062595033026967
1,2,66,12.998,4.3694478524670215
1,2,57,15.0013,4.3694478524670215
1,2,50,15.0013,4.634728988229636
1,2,57,19.0012,4.584967478670572
1,2,46,19.9995,4.48863636973214
1,2,43,19.0012,4.51085950651685
1,2,46,22.0028,4.74493212836325
1,2,62,12.998,5.384495062789089
1,2,62,19.9995,5.420534999272286
1,2,71,19.0012,5.030437921392435
1,2,71,19.0012,4.48863636973214
1,3,81,7.0015,4.02535169073515
1,2,87,11.0014,3.091042453358316
1,2,87,11.0014,2.9444389791664403
1,3,93,16.9979,2.1972245773362196
1,3,100,19.9995,1.3862943611198906
1,2,100,15.0013,1.3862943611198906
1,2,93,11.0014,0.6931471805599453
1,2,93,7.0015,1.3862943611198906
1,2,93,7.0015,3.4657359027997265
1,2,93,12.998,4.718498871295094
1,2,93,0.0,5.537334267018537
1,2,93,8.9981,5.043425116919247
1,2,81,11.0014,4.23410650459726
1,2,81,8.9981,4.330733340286331
1,2,71,7.0015,4.48863636973214
1,2,76,8.9981,4.605170185988092
1,2,76,15.0013,4.61512051684126
1,2,76,16.9979,4.624972813284271
1,2,76,11.0014,5.0238805208462765
1,2,54,19.9995,5.537334267018537
1,2,54,15.0013,5.472270673671475
1,2,51,22.0028,5.1298987149230735
1,2,54,19.9995,4.804021044733257
1,2,58,19.0012,4.3694478524670215
1,2,62,26.0027,4.0943445622221
1,1,65,12.998,3.332204510175204
1,1,66,16.9979,3.1780538303479458
1,1,71,15.0013,2.5649493574615367
1,1,71,19.9995,2.1972245773362196
1,1,66,11.0014,1.0986122886681096
1,1,71,12.998,1.3862943611198906
1,1,76,7.0015,2.639057329615259
1,1,76,12.998,3.9512437185814275
1,1,76,8.9981,4.948759890378168
1,1,66,8.9981,5.703782474656201
1,1,62,16.9979,5.225746673713202
1,1,54,22.0028,4.3694478524670215
1,1,54,19.0012,4.465908118654584
1,1,45,15.0013,4.663439094112067
1,2,42,6.0032,4.718498871295094
1,1,45,7.0015,4.787491742782046
1,1,42,16.9979,4.836281906951478
1,1,48,19.0012,4.962844630259907
1,1,42,12.998,5.749392985908253
1,2,59,11.0014,5.739792912179234
1,1,58,12.998,5.337538079701318
1,1,67,15.0013,4.927253685157205
1,1,62,15.0013,4.9344739331306915
1,1,66,15.0013,4.477336814478207
1,1,62,19.0012,3.9318256327243257
1,1,58,19.0012,3.4011973816621555
1,1,62,16.9979,2.833213344056216
1,1,62,12.998,2.70805020110221
1,1,71,12.998,1.791759469228055
1,1,66,11.0014,2.3978952727983707
1,1,66,12.998,3.6109179126442243
1,1,66,12.998,4.820281565605037
1,1,67,16.9979,5.638354669333745
1,1,63,15.0013,5.351858133476067
1,1,53,19.0012,4.770684624465665
1,1,52,19.0012,5.075173815233827
1,2,49,23.9994,5.278114659230518
1,1,41,19.0012,5.170483995038151
1,1,39,16.9979,5.1647859739235145
1,2,39,23.9994,5.159055299214529
1,1,39,19.0012,5.3230099791384085
1,1,37,22.0028,5.808142489980444
1,1,39,11.0014,5.805134968916488
1,1,44,8.9981,5.25227342804663
1,1,46,8.9981,5.0106352940962555
1,1,46,7.0015,4.736198448394496
1,1,50,11.0014,4.77912349311153
1,2,53,15.0013,4.465908118654584
1,2,53,16.9979,4.343805421853684
1,2,46,23.9994,3.9512437185814275
1,2,43,15.0013,3.258096538021482
1,2,39,22.0028,2.1972245773362196
1,1,34,27.9993,1.3862943611198906
1,1,34,27.9993,1.0986122886681096
1,1,44,27.9993,2.3978952727983707
1,1,50,22.0028,2.639057329615259
1,1,47,32.9975,3.8918202981106265
1,1,44,31.0009,4.343805421853684
1,1,38,27.9993,4.948759890378168
1,1,36,30.0026,5.2832037287379885
1,1,33,27.9993,5.5909869805108565
1,1,34,31.0009,5.71042701737487
1,1,31,32.9975,5.746203190540153
1,1,29,27.9993,5.749392985908253
1,1,31,26.0027,5.720311776607412
1,1,31,22.0028,5.631211781821365
1,1,31,22.0028,5.384495062789089
1,1,33,19.0012,5.043425116919247
1,1,35,15.0013,4.6913478822291435
1,1,37,19.9995,4.543294782270004
1,1,37,22.0028,4.290459441148391
1,1,40,19.9995,3.9318256327243257
2,3,100,11.0014,1.9459101490553132
2,3,100,11.0014,1.6094379124341003
2,3,93,12.998,2.0794415416798357
2,2,93,16.9979,1.6094379124341003
2,2,93,16.9979,1.3862943611198906
2,3,93,15.0013,2.5649493574615367
2,3,93,15.0013,3.367295829986474
2,3,93,0.0,4.564348191467836
2,2,87,16.9979,5.332718793265369
2,1,70,23.9994,5.159055299214529
2,1,66,19.0012,4.330733340286331
2,1,61,23.9994,4.499809670330265
2,1,53,23.9994,4.564348191467836
2,1,50,23.9994,4.709530201312334
2,2,46,23.9994,4.477336814478207
2,1,46,27.9993,4.718498871295094
2,1,46,27.9993,5.123963979403259
2,1,46,22.0028,5.641907070938114
2,1,46,22.0028,5.488937726156687
2,1,49,22.0028,4.919980925828125
2,1,53,12.998,4.356708826689592
2,1,53,8.9981,4.543294782270004
2,1,56,11.0014,4.31748811353631
2,1,61,6.0032,3.9889840465642745
2,2,61,0.0,3.4965075614664802
2,1,65,8.9981,3.4965075614664802
2,1,75,8.9981,3.091042453358316
2,1,70,11.0014,2.302585092994046
2,1,70,11.0014,1.791759469228055
2,2,75,11.0014,1.791759469228055
2,1,70,7.0015,2.5649493574615367
2,2,70,7.0015,2.9444389791664403
2,1,70,7.0015,4.02535169073515
2,2,66,7.0015,4.477336814478207
2,2,57,11.0014,5.043425116919247
2,2,47,11.0014,5.293304824724492
2,3,81,8.9981,5.220355825078325
2,1,81,8.9981,4.927253685157205
2,3,76,22.0028,5.25227342804663
2,3,76,26.0027,4.919980925828125
2,1,62,22.0028,5.2832037287379885
2,1,54,23.9994,5.220355825078325
2,1,54,12.998,5.19295685089021
2,1,53,23.9994,5.003946305945459
2,1,53,19.0012,4.454347296253507
2,1,61,16.9979,4.356708826689592
2,1,61,19.9995,4.02535169073515
2,1,61,11.0014,3.9889840465642745
2,1,65,12.998,3.6888794541139363
2,1,61,7.0015,3.5553480614894135
2,1,70,8.9981,3.2188758248682006
2,1,61,0.0,2.4849066497880004
2,1,70,6.0032,1.3862943611198906
2,1,65,15.0013,1.791759469228055
2,1,65,12.998,3.5263605246161616
2,1,57,15.0013,3.5263605246161616
2,1,57,11.0014,4.143134726391533
2,1,50,32.9975,4.962844630259907
2,1,43,27.9993,5.375278407684165
2,1,41,16.9979,5.497168225293202
2,1,38,19.0012,5.749392985908253
2,1,33,19.9995,5.908082938168931
2,1,31,8.9981,5.857933154483459
2,2,33,0.0,5.680172609017068
2,2,31,12.998,5.717027701406222
2,2,28,8.9981,5.616771097666572
2,2,31,0.0,5.153291594497779
2,2,44,12.998,4.976733742420574
2,3,41,15.0013,4.382026634673881
2,2,44,15.0013,3.828641396489095
2,1,43,7.0015,3.6109179126442243
2,1,50,6.0032,3.4657359027997265
2,1,50,15.0013,1.9459101490553132
2,1,56,23.9994,2.4849066497880004
2,1,66,16.9979,1.0986122886681096
2,1,66,19.0012,0.6931471805599453
2,1,71,19.9995,1.0986122886681096
2,1,62,16.9979,2.0794415416798357
2,1,58,19.0012,3.8501476017100584
2,2,54,16.9979,5.062595033026967
2,2,55,19.9995,5.8289456176102075
2,2,51,26.0027,5.0689042022202315
2,2,45,23.9994,4.51085950651685
2,1,40,26.0027,4.8283137373023015
2,1,36,31.0009,5.062595033026967
2,1,34,22.0028,4.941642422609304
2,2,27,32.9975,4.820281565605037
2,1,23,36.9974,4.969813299576001
2,1,22,35.0008,5.247024072160486
2,1,23,40.9973,5.905361848054571
2,2,23,32.9975,5.958424693029782
2,1,24,31.0009,5.631211781821365
2,2,24,36.9974,5.159055299214529
2,2,30,30.0026,4.564348191467836
2,2,36,31.0009,4.330733340286331
2,2,47,15.0013,3.8918202981106265
2,1,50,7.0015,3.1354942159291497
2,3,57,27.9993,2.772588722239781
2,2,73,22.0028,1.791759469228055
2,2,73,22.0028,1.6094379124341003
2,3,88,32.9975,1.0986122886681096
2,3,94,19.9995,1.791759469228055
2,2,88,22.0028,3.6635616461296463
2,2,88,22.0028,4.90527477843843
2,3,87,39.0007,5.062595033026967
2,3,87,32.9975,3.8501476017100584
2,3,81,26.0027,3.367295829986474
2,3,81,30.0026,2.995732273553991
2,2,71,26.0027,3.6635616461296463
2,2,63,27.9993,4.04305126783455
2,2,57,32.9975,4.343805421853684
2,1,46,31.0009,4.23410650459726
2,1,46,27.9993,4.875197323201151
2,1,38,27.9993,5.6131281063880705
2,1,40,32.9975,5.5909869805108565
2,1,43,19.9995,5.081404364984463
2,1,46,19.0012,4.5217885770490405
2,1,46,35.0008,4.499809670330265
2,1,49,19.9995,3.8501476017100584
2,1,49,19.0012,3.295836866004329
2,1,49,7.0015,2.772588722239781
2,1,60,8.9981,1.0986122886681096
2,1,70,8.9981,1.791759469228055
2,1,60,8.9981,1.6094379124341003
2,1,65,8.9981,0.6931471805599453
2,1,70,7.0015,2.639057329615259
2,1,70,7.0015,4.04305126783455
2,1,65,7.0015,4.897839799950911
2,1,61,15.0013,5.786897381366708
